pdbid,-logKd/Ki,Kd/Ki
3sv9,5.0,Ki>10000nM
3ufa,5.0,Ki=10uM
3uii,5.0,Kd=10.0uM
3uqg,5.0,Ki>10uM
3vbv,5.0,IC50=10uM
4b78,5.0,IC50=10uM
4cts,5.0,Kd<10uM
4czs,5.0,Kd=10.0uM
4g11,5.0,IC50>10000nM
4lv4,5.0,IC50=10uM
4mdt,5.0,Kd<10uM
4mw7,5.0,IC50>10000nM
4n5g,5.0,IC50~10uM
4n8r,5.0,IC50~10uM
4o7c,5.0,IC50=10uM
4p74,5.0,IC50=10uM
4pnq,5.0,IC50=10uM
4rn1,5.0,IC50~10000nM
4u6c,5.0,Ki=9.9uM
4waf,5.0,IC50>=10uM
4xbb,5.0,IC50>10uM
4xsx,5.0,IC50~10uM
4xxh,5.0,Kd=10uM
4zh2,5.0,IC50=10uM
5aux,5.0,IC50=10uM
5c7e,5.0,IC50=10.0uM
5dl1,5.0,IC50<10uM
1ppi,5.01,Ki=9.7uM
2glp,5.01,Ki=9.7uM
2i1r,5.01,IC50=9.7uM
3ads,5.01,Kd=9.73uM
3mxs,5.01,Ki=9.8uM
3tfk,5.01,Kd=9.7uM
3uda,5.01,Kd=9.71uM
4btb,5.01,Kd=9.8uM
4dds,5.01,Ki=9.7uM
4m5g,5.01,Kd=9.7uM
4qz4,5.01,IC50=9.830uM
4u4x,5.01,Kd=9.8uM
4uzh,5.01,IC50=9800nM
4yyl,5.01,IC50=9.7uM
5am2,5.01,IC50=9.685uM
1fsg,5.02,IC50=9.5uM
1u9l,5.02,Kd=9.6uM
2cct,5.02,IC50=9.5uM
2d0k,5.02,Kd=9.51uM
2m3m,5.02,Kd=9.63uM
2or4,5.02,IC50=9.5uM
2wji,5.02,Kd=9.6uM
2xbp,5.02,Kd=9.6uM
3bgc,5.02,Ki=9.6uM
3smq,5.02,Kd=9.5uM
3usx,5.02,Kd=9.53uM
4dow,5.02,Kd=9.6uM
4est,5.02,Ki=9.5uM
4l7r,5.02,IC50=9.6uM
4mz6,5.02,Kd=9.62uM
4nro,5.02,Kd~9.6uM
4rlk,5.02,IC50=9.5uM
4rll,5.02,IC50=9.5uM
4u70,5.02,Ki=9.5uM
4w4s,5.02,IC50=9.5uM
5d1s,5.02,IC50=9.6uM
1i1e,5.03,Kd=9.4uM
2qt5,5.03,Kd=9.4uM
3aje,5.03,Kd=9.3uM
3rdh,5.03,IC50=9.3uM
4io5,5.03,Kd=9.27uM
4jjq,5.03,Kd=9.4uM
4np9,5.03,Kd=9.4uM
4rcg,5.03,Kd=9.3uM
4trz,5.03,IC50=9.4uM
4y6s,5.03,IC50=9.3uM
4y7r,5.03,Kd=9.3uM
4yat,5.03,IC50=9.3uM
1m5d,5.04,IC50=9.2uM
1mfa,5.04,Kd=9.1uM
2h2g,5.04,Kd=9.2uM
2jmj,5.04,Kd=9.1uM
2oht,5.04,IC50=9.1uM
2w85,5.04,Kd=9.17uM
2wmv,5.04,IC50=9.2uM
3tz0,5.04,Kd=9.2uM
3v4j,5.04,IC50=9.1uM
4dgr,5.04,IC50=9.1uM
4jaz,5.04,Kd=9.17uM
4jym,5.04,Kd=9.05uM
4lk7,5.04,Kd=9.1uM
4lph,5.04,Kd=9.2uM
4uu5,5.04,Kd=9.2uM
4yp1,5.04,Kd=9.1uM
4yuz,5.04,IC50=9.1uM
4z7n,5.04,Kd=9.03uM
1dgm,5.05,Ki=8.9uM
1fkw,5.05,Ki=9uM
1gi8,5.05,Ki=8.9uM
1qxk,5.05,Ki=9.0uM
1uu8,5.05,IC50=9uM
2brc,5.05,IC50=8.9uM
3aau,5.05,Ki=9.0uM
3fpm,5.05,IC50=8.9uM
3hxd,5.05,IC50=9uM
3s2o,5.05,IC50=8.9uM
3s76,5.05,Kd=9000nM
3sxu,5.05,Kd=8.9uM
3uzd,5.05,Kd=9uM
3zjc,5.05,Kd=9uM
4c94,5.05,Kd=8.9uM
4euo,5.05,Kd=9uM
4fmq,5.05,Kd=9uM
4ie7,5.05,IC50=9.0uM
4kvm,5.05,Ki=8.9uM
4oct,5.05,Kd=9uM
4oeg,5.05,Kd=9.01uM
4pnw,5.05,Kd=9uM
4rqv,5.05,Kd=9uM
4y2y,5.05,IC50=9uM
4yzu,5.05,Ki=9uM
5acx,5.05,Kd=9uM
5auw,5.05,IC50=8.9uM
2h6k,5.06,Kd=8.7uM
2ipo,5.06,Kd=8.8uM
2v77,5.06,Ki=8.7uM
2vwf,5.06,Kd=8.7uM
3f68,5.06,Ki=8.7uM
3p9h,5.06,Ki=8.7uM
4cfx,5.06,IC50=8.7uM
4ebw,5.06,IC50=8.7uM
4h7q,5.06,Kd=8.8uM
4j7i,5.06,Kd=8.8uM
5a2i,5.06,Kd=8.8uM
5c1w,5.06,Ki=8.7uM
2c3l,5.07,Ki=8.58uM
2i7c,5.07,IC50=8.5uM
2xm1,5.07,Kd=8.5uM
2yfa,5.07,Kd=8.5uM
3axm,5.07,Ki=8.5uM
3juo,5.07,Kd=8.55uM
3r00,5.07,IC50=8.5uM
4eok,5.07,Ki=8600nM
4f8j,5.07,Kd=8.6uM
4knz,5.07,Kd=8.5uM
4yab,5.07,IC50=8.5uM
5ak3,5.07,IC50=8.49uM
1enu,5.08,Ki=8.3uM
1gfy,5.08,Ki=8.32uM
2qtg,5.08,Ki=8.3uM
3efr,5.08,Kd=8.3uM
3m94,5.08,Kd=8.4uM
3nw5,5.08,IC50=8400nM
3qsb,5.08,IC50=8.3uM
3qyy,5.08,Kd=8.26uM
3snd,5.08,Ki=8.27uM
3tb6,5.08,Kd=8.4uM
3w2o,5.08,IC50=8400nM
4drk,5.08,IC50=8.36uM
4ie0,5.08,IC50=8.3uM
4mho,5.08,Ki=8.25uM
4ock,5.08,Kd=8.3uM
4ocv,5.08,Kd=8.3uM
4od7,5.08,Kd=8.3uM
4oiv,5.08,Kd=8.29uM
4twd,5.08,IC50=8.3uM
4xx9,5.08,Kd=8.4uM
4z2h,5.08,IC50=8.3uM
1m48,5.09,Kd=8.2uM
1nw7,5.09,Kd=8.1uM
1yyy,5.09,Ki=8100nM
1zkl,5.09,IC50=8.1uM
2y1o,5.09,IC50=8.2uM
2ygf,5.09,Kd=8.06uM
2yk9,5.09,IC50=8.1uM
3hbo,5.09,Kd=8.2uM
3o4l,5.09,Kd=8.1uM
3w2p,5.09,IC50=8100nM
4c72,5.09,Ki=8.2uM
4cq0,5.09,Ki=8106nM
4f6x,5.09,IC50=8.2uM
4qvy,5.09,IC50=8.037uM
4r4q,5.09,Kd=8.2uM
4utv,5.09,Kd=8.20uM
4x3u,5.09,IC50=8.1uM
4xpj,5.09,Kd~8.11uM
1b9t,5.1,IC50=8uM
1ez9,5.1,Kd=8uM
1kmy,5.1,Kd=8uM
1m6p,5.1,Kd=8uM
1o0o,5.1,Ki=8uM
1od8,5.1,Ki=8uM
1onz,5.1,Kd=8uM
1rlp,5.1,Kd=8.0uM
1rlq,5.1,Kd=8.0uM
1t4j,5.1,IC50=8uM
1v0k,5.1,Ki=8uM
1v0m,5.1,Ki=8uM
1vj6,5.1,Kd=8uM
1w7g,5.1,Ki=8uM
1x8s,5.1,Kd=8uM
1yvx,5.1,IC50=8.0uM
1zaj,5.1,IC50=8uM
2am2,5.1,IC50=8uM
2d1x,5.1,IC50=7.9uM
2h5a,5.1,Kd=8uM
2m41,5.1,Kd=8uM
2pnx,5.1,Kd=7.9uM
2qrq,5.1,Ki=7.9uM
2r02,5.1,Kd=8uM
3bxs,5.1,Ki=8uM
3h22,5.1,IC50=8uM
3nif,5.1,IC50=8uM
3p4v,5.1,Ki=8uM
3qw8,5.1,IC50=8.0uM
3u3f,5.1,Kd=8uM
3ujb,5.1,Kd=7.9uM
3vp2,5.1,IC50=8.02uM
3zvy,5.1,Kd=7.9uM
4b77,5.1,IC50=7.9uM
4cdr,5.1,Kd=7.9uM
4dcs,5.1,Kd=8.0uM
4ejf,5.1,IC50=8uM
4h3q,5.1,Kd=8uM
4iho,5.1,Kd=8uM
4qsh,5.1,Kd=8uM
4qsk,5.1,Kd=8uM
4qvn,5.1,IC50=7.925uM
4rkx,5.1,Ki=8uM
4rn6,5.1,Kd=8uM
4tk3,5.1,Kd=8uM
4tk4,5.1,Kd=8uM
1k4h,5.11,Ki=7.7uM
1yp9,5.11,Ki=7700nM
2h6q,5.11,Kd=7.8uM
3gpj,5.11,Ki=7.8uM
3hnb,5.11,IC50=7.8uM
3k4d,5.11,Ki=7750nM
3ozj,5.11,Kd=7.7uM
4b6u,5.11,Kd=7.7uM
4e49,5.11,Ki=7.7uM
4em7,5.11,IC50=7.7uM
4gly,5.11,Ki=7.7uM
4qfl,5.11,Kd=7.7uM
5c7d,5.11,IC50=7.7uM
1qaw,5.12,Kd=7.5uM
1uv6,5.12,Kd=7575nM
2i5f,5.12,IC50=7.5uM
2web,5.12,Ki=7.6uM
2y8o,5.12,Kd=7.5uM
2yjw,5.12,IC50=7.6uM
2yjx,5.12,IC50=7.6uM
3bki,5.12,IC50=7.6uM
3hb8,5.12,Kd=7.5uM
3kad,5.12,IC50=7.5uM
3n2c,5.12,Ki=7.5uM
3nkx,5.12,Kd=7.5uM
3tu9,5.12,IC50=7.5uM
4ay6,5.12,Kd=7.5uM
4bio,5.12,IC50=7.6uM
4f1l,5.12,Kd=7.6uM
4gj6,5.12,IC50=7.6uM
4h81,5.12,Kd=7.5uM
4kiw,5.12,Ki=7.5uM
4m5n,5.12,Kd=7.5uM
4pci,5.12,IC50=7.5uM
4zed,5.12,Kd=7.5uM
5d1w,5.12,Kd=7.5uM
1gcz,5.13,Ki=7.4uM
1hti,5.13,Ki=7.4uM
2kwn,5.13,Kd=7.4uM
2x4t,5.13,IC50=7.33uM
3aza,5.13,IC50=7.4uM
3o8g,5.13,IC50=7.4uM
3s9e,5.13,Ki=7.43uM
3wk4,5.13,IC50=7.4uM
4ezt,5.13,Kd=7.4uM
4flj,5.13,IC50=7.45uM
4l7c,5.13,IC50=7.4uM
1pmx,5.14,IC50=7.2uM
1w2x,5.14,Kd=7.2uM
1y3x,5.14,Ki=7315nM
1zzz,5.14,Ki=7300nM
2hqu,5.14,Kd=7.2uM
2lct,5.14,Kd=7.27uM
2xi7,5.14,Kd=7.20uM
2yaz,5.14,Kd=7.3uM
2zjv,5.14,Kd=7.26uM
3bls,5.14,Ki=7.3uM
3kr2,5.14,Kd=7.2uM
3pj2,5.14,IC50=7.2uM
3sow,5.14,Kd=7.3uM
3tao,5.14,Kd=7.28uM
3wuu,5.14,Kd=7.3uM
4aua,5.14,IC50=7.2uM
4bdj,5.14,IC50=7.2uM
4c1g,5.14,IC50=7.2uM
4ejl,5.14,Kd=7.2uM
4iks,5.14,IC50=7.23uM
4qw0,5.14,IC50=7.192uM
4xjt,5.14,IC50=7200nM
5btr,5.14,Kd=7.3uM
1g6s,5.15,Kd=7uM
1jcx,5.15,Ki=7.0uM
1jvu,5.15,Ki=7uM
1kna,5.15,Kd=7uM
1ljt,5.15,IC50=7uM
1lkx,5.15,Kd=7.1uM
1mzs,5.15,IC50=7.0uM
1o0m,5.15,Ki=7.1uM
1pb8,5.15,Ki=7.02uM
1qk3,5.15,Kd=7.1uM
1qxw,5.15,IC50=7uM
1skj,5.15,IC50=7.0uM
1t1s,5.15,IC50=7uM
1thz,5.15,Ki=7.1uM
2afx,5.15,Ki=7.1uM
2go4,5.15,IC50=7uM
2gtv,5.15,Kd=7uM
2knh,5.15,Kd=7uM
2o5d,5.15,IC50=7uM
2ooz,5.15,IC50=7uM
2r03,5.15,Kd=7uM
2r05,5.15,Kd=7uM
2xrw,5.15,Kd=7.1uM
2xs0,5.15,Kd=7.1uM
3b95,5.15,Kd=7uM
3l5c,5.15,IC50=7000nM
3msl,5.15,IC50=7uM
3n49,5.15,IC50=7uM
3ozr,5.15,Ki=7022nM
3p8e,5.15,Kd=7uM
4b83,5.15,IC50=7uM
4h85,5.15,Kd=7.0uM
4jpx,5.15,Kd=7.0uM
4pce,5.15,IC50=7.0uM
4qip,5.15,Kd=7uM
4qrh,5.15,Ki=7.0uM
4qvv,5.15,IC50=7.010uM
4qzw,5.15,IC50=7.155uM
4w9e,5.15,Kd=7.09uM
5alw,5.15,IC50=7.05uM
5djp,5.15,IC50=7.1uM
1jqd,5.16,Ki=6.9uM
1oe0,5.16,IC50=6.9uM
1q1m,5.16,Ki=6.9uM
2ltv,5.16,Kd=6.9uM
2y2k,5.16,IC50=6.9uM
3ctr,5.16,Kd=6.94uM
3lqi,5.16,Kd=6.9uM
4fqo,5.16,Kd=6.9uM
1q0b,5.17,IC50=6.7uM
2f5t,5.17,Kd=6.8uM
2ynn,5.17,Kd=6.8uM
2zfp,5.17,Ki=6.8uM
3b7j,5.17,Ki=6.8uM
3eht,5.17,IC50=6.8uM
3nzx,5.17,IC50=6.8uM
3rni,5.17,IC50=6.7uM
3tc5,5.17,Kd=6.8uM
3uvw,5.17,Kd=6.8uM
3wuv,5.17,Kd=6.7uM
4h3b,5.17,IC50=6.76uM
4kp4,5.17,Kd=6.8uM
4m5i,5.17,Kd=6.7uM
5ahw,5.17,Kd=6.82uM
5aut,5.17,Kd=6.7uM
5diq,5.17,IC50=6.8uM
1ft7,5.18,Ki=6.6uM
1xur,5.18,IC50=6600nM
2p9a,5.18,IC50=6.56uM
2qrg,5.18,Ki=6.6uM
3iqv,5.18,Kd=6.6uM
3kag,5.18,IC50=6.6uM
3w37,5.18,Ki=6.68uM
4duh,5.18,Kd=6.6uM
4iif,5.18,Ki=6.6uM
4oyg,5.18,Kd=6.6uM
4u73,5.18,Ki=6.6uM
4zs3,5.18,IC50=6.55uM
1ocq,5.19,Ki=6.5uM
1ogg,5.19,Ki=6.4uM
1oxr,5.19,Kd=6.4uM
1rnt,5.19,Kd=6.5uM
2c5o,5.19,IC50=6.50uM
2ko7,5.19,Ki=6.5uM
2lha,5.19,Kd=6.4uM
2mnz,5.19,Kd=6.4uM
2nxm,5.19,Kd=6.4uM
2qdt,5.19,Ki=6.5uM
2xey,5.19,IC50=6.5uM
3kjn,5.19,Ki=6.44uM
3s1g,5.19,Ki=6.5uM
3t4p,5.19,Kd=6.43uM
3twr,5.19,Kd=6.4uM
3vfq,5.19,Kd=6.4uM
4ezz,5.19,Kd=6.4uM
4fxf,5.19,IC50=6.5uM
4g0l,5.19,Kd=6.5uM
4ono,5.19,Kd=6.5uM
4qok,5.19,Kd=6.4uM
1kll,5.2,Kd=6.3uM
2pmn,5.2,IC50=6.3uM
3kqs,5.2,Kd=6.3uM
3ov1,5.2,Kd=6.25uM
3qj0,5.2,Ki=6.3uM
3t7g,5.2,Kd=6.32uM
3tjm,5.2,Ki=6.36uM
3uu1,5.2,Ki=6.3uM
3wk6,5.2,IC50=6.3uM
4a6s,5.2,Kd=6.3uM
4b70,5.2,IC50=6.3uM
4bw2,5.2,IC50=6.31uM
4ezq,5.2,Kd=6.3uM
4lk6,5.2,Kd=6.3uM
4mk0,5.2,IC50=6.3uM
4qvq,5.2,IC50=6.366uM
5aia,5.2,IC50=6.268uM
1nw5,5.21,Kd=6.1uM
1o2r,5.21,Ki=6.1uM
1ox9,5.21,Kd=6.16uM
1re1,5.21,IC50=6117nM
2brg,5.21,IC50=6.1uM
2mlm,5.21,IC50=6.11uM
3b2t,5.21,Kd=6.21uM
3bcs,5.21,Ki=6.1uM
3ilq,5.21,Kd=6.2uM
3nsq,5.21,Kd=6.2uM
3qiz,5.21,Ki=6.1uM
3rth,5.21,Kd=6.1uM
3wqv,5.21,Kd=6.2uM
4cwo,5.21,Ki=6.1uM
4few,5.21,Ki=6.2uM
4h2m,5.21,IC50=6.1uM
4ifh,5.21,IC50=6.1uM
4je8,5.21,Kd=6100nM
4m0r,5.21,Ki=6.2uM
4mds,5.21,IC50=6.2uM
4qz2,5.21,IC50=6.167uM
7prc,5.21,IC50=6.2uM
16pk,5.22,Ki=6uM
1bq4,5.22,Ki=6uM
1f3j,5.22,Kd=6.0uM
1gi9,5.22,Ki=6.0uM
1gjd,5.22,Ki=6.0uM
1h1h,5.22,Ki=6uM
1irs,5.22,Kd=6uM
1j17,5.22,Ki=6.05uM
1o5c,5.22,Ki=6.0uM
1pw6,5.22,IC50=6uM
1ucn,5.22,Kd=6.0uM
1zea,5.22,Kd=6uM
1zz2,5.22,IC50=6.0uM
2gnf,5.22,IC50=6uM
2gnj,5.22,IC50=6uM
2gz2,5.22,Kd=6.0uM
2hxm,5.22,Ki=6uM
2koh,5.22,Kd=6uM
2qbx,5.22,Kd=6uM
2rfy,5.22,Kd=6uM
2wzm,5.22,Ki=6.0uM
2xow,5.22,IC50=6uM
2xwy,5.22,IC50=6uM
2zxd,5.22,Ki=6.0uM
3dne,5.22,Ki=6uM
3ds3,5.22,Kd=6.0uM
3h85,5.22,Kd=6uM
3ijz,5.22,Ki=6uM
3iof,5.22,Ki=6uM
3lq2,5.22,Kd=5.97uM
3lq4,5.22,Kd=5.97uM
3ms9,5.22,Kd=6uM
3n1c,5.22,Kd=6uM
3n5j,5.22,IC50=6uM
3nti,5.22,Kd=6uM
3o6t,5.22,IC50=6uM
3osi,5.22,IC50=6uM
3ppp,5.22,Kd=6uM
3q71,5.22,Kd=6.0uM
3qxt,5.22,Kd=6uM
3udp,5.22,IC50=6.0uM
3vbw,5.22,IC50=6uM
4kup,5.22,Ki=6uM
4lrr,5.22,Ki=6uM
4r5g,5.22,Kd=6.0uM
4u71,5.22,Ki=6.0uM
5cgj,5.22,Kd=6uM
1b4z,5.23,Kd=5900nM
1ndw,5.23,Ki=5900nM
2q38,5.23,Ki=5950nM
3dcq,5.23,IC50=5.94uM
3lc3,5.23,Ki=5.9uM
3pxy,5.23,IC50=5.9uM
3pxz,5.23,IC50=5.9uM
3wqw,5.23,Kd=5.9uM
4m5k,5.23,Kd=5.9uM
4mh7,5.23,IC50=5.9uM
4qp7,5.23,IC50=5.9uM
1fh7,5.24,Ki=5.8uM
1hk5,5.24,Kd=5.72uM
1q8w,5.24,Kd=5.7uM
1s89,5.24,Ki=5.8uM
1zrz,5.24,IC50=5.8uM
2jfz,5.24,Ki=5.8uM
2k3w,5.24,Kd=5.8uM
2lsr,5.24,Kd=5.7uM
2qq7,5.24,IC50=5.71uM
2vgc,5.24,Ki=5.76uM
2vvt,5.24,IC50=5.8uM
3aw0,5.24,IC50=5.7uM
3e16,5.24,Ki=5.78uM
3m59,5.24,Kd=5.8uM
3mle,5.24,Kd=5.8uM
3mqf,5.24,IC50=5.7uM
3okh,5.24,IC50=5.72uM
3pb8,5.24,Ki=5.748uM
3qck,5.24,IC50=5.8uM
3qxh,5.24,Kd=5.8uM
3r01,5.24,IC50=5.8uM
3rjc,5.24,IC50=5.7uM
3tz2,5.24,Kd=5.7uM
4drm,5.24,IC50=5.8uM
4drn,5.24,IC50=5.8uM
4e81,5.24,Kd=5.8uM
4f7j,5.24,Kd=5.82uM
4fk7,5.24,Kd=5.8uM
4gue,5.24,Kd=5.8uM
4idn,5.24,Kd=5.77uM
4j70,5.24,IC50=5.7uM
4non,5.24,Kd=5.71uM
4o7e,5.24,IC50=5.7uM
4utx,5.24,Kd=5.78uM
4uua,5.24,Kd=5.78uM
4x6s,5.24,Kd=5.7uM
4y59,5.24,Kd=5.8uM
5d6q,5.24,IC50=5.8uM
1okw,5.25,IC50=5.6uM
2bfr,5.25,Kd=5.63uM
2pv3,5.25,Kd=5.57uM
2xl2,5.25,Kd=5.6uM
2xl3,5.25,Kd=5.6uM
3pj3,5.25,IC50=5.6uM
3r24,5.25,Kd=5.59uM
3tdj,5.25,Kd=5.6uM
3u1i,5.25,Ki=5.6uM
4flk,5.25,IC50=5.58uM
4j2c,5.25,Kd=5.6uM
4pkv,5.25,IC50=5.6uM
1v0o,5.26,IC50=5.50uM
1w4q,5.26,Ki=5.5uM
2brn,5.26,IC50=5.5uM
2oz6,5.26,Kd=5.5uM
2qft,5.26,Ki=5.5uM
2vcb,5.26,Kd=5.5uM
3n9s,5.26,Kd=5.5uM
3sb0,5.26,IC50=5.5uM
3twx,5.26,Kd=5.5uM
4jaj,5.26,IC50=5.54uM
4l1u,5.26,Kd=5.45uM
4omj,5.26,Kd=5.44uM
4qz5,5.26,IC50=5.452uM
4r5x,5.26,Ki=5.5uM
4w9g,5.26,Kd=5.53uM
5akz,5.26,IC50=5.49uM
5c7c,5.26,IC50=5.5uM
1qca,5.27,Ki=5.4uM
2az5,5.27,Kd=5.36uM
2lsv,5.27,Kd=5.41uM
2x7u,5.27,Ki=5340nM
3bmo,5.27,Ki=5.4uM
3chp,5.27,IC50=5400nM
3g2u,5.27,Kd=5.4uM
3sz9,5.27,IC50=5.4uM
3tkw,5.27,Kd=5.4uM
3zrc,5.27,Kd=5.4uM
4pl4,5.27,IC50=5.4uM
4r6w,5.27,Kd=5.4uM
4r6x,5.27,Kd=5.4uM
4yzm,5.27,IC50=5.38uM
1b46,5.28,Kd=5200nM
1ckb,5.28,Kd=5.2uM
1f5l,5.28,Ki=5.3uM
1kfy,5.28,Ki=5.2uM
1s5q,5.28,Kd=5.2uM
2uw4,5.28,IC50=5.2uM
2vip,5.28,IC50=5.2uM
2x2l,5.28,IC50=5.3uM
2yjq,5.28,Ki=5.2uM
3bbf,5.28,Kd=5.2uM
3coj,5.28,Kd=5.2uM
3hxc,5.28,IC50=5.2uM
3o5x,5.28,Ki=5.2uM
3t4h,5.28,IC50=5.2uM
3zmh,5.28,IC50=5.267uM
4e70,5.28,Kd=5.26uM
4gxl,5.28,Kd=5.2uM
4j46,5.28,Ki=5.24uM
4n9b,5.28,Kd=5.2uM
5e0m,5.28,Kd=5.2uM
1c88,5.29,Ki=5.1uM
1wum,5.29,IC50=5.1uM
2wc4,5.29,Kd=5.1uM
2xzw,5.29,Kd=5.1uM
3che,5.29,IC50=5.1uM
3pcu,5.29,Kd=5.08uM
4fll,5.29,IC50=5.14uM
4mhs,5.29,Ki=5.14uM
4u0g,5.29,IC50=5.1uM
4wy1,5.29,IC50=5.1uM
1a69,5.3,Ki=5uM
1di9,5.3,IC50=5uM
1g9a,5.3,IC50=5uM
1g9b,5.3,IC50=5uM
1g9c,5.3,IC50=5uM
1g9d,5.3,IC50=5uM
1h6h,5.3,Kd=5.0uM
1jg0,5.3,IC50=5.0uM
1o0f,5.3,Ki=5uM
1p4u,5.3,Kd=5uM
1pdq,5.3,Kd=5uM
1pr1,5.3,Ki=5uM
1srg,5.3,Kd=5uM
1v2h,5.3,IC50=5uM
1vyq,5.3,Ki=4.98uM
1w0x,5.3,IC50=5uM
1xbb,5.3,Ki=5.0uM
1yxd,5.3,Ki=5uM
2fsa,5.3,Kd=5.0uM
2gph,5.3,Kd=5uM
2ke1,5.3,Kd=5uM
2m3o,5.3,Kd~5uM
2o1v,5.3,Kd=5uM
2oyk,5.3,Ki=5uM
2q7q,5.3,Kd=5uM
2vj1,5.3,IC50=5uM
2vk6,5.3,Ki=5uM
2ww0,5.3,Ki=5uM
2zxb,5.3,Ki=5.0uM
3b9s,5.3,IC50=5uM
3btr,5.3,Kd=5uM
3ckr,5.3,Ki=5.001uM
3cpc,5.3,IC50=5uM
3ebb,5.3,Kd=5uM
3elj,5.3,IC50=5uM
3eql,5.3,IC50=4.99uM
3gpo,5.3,Kd=5uM
3hs8,5.3,Kd=5uM
3jzf,5.3,IC50=5uM
3jzi,5.3,IC50=5uM
3p8h,5.3,Kd=5uM
3p9l,5.3,Kd=5uM
3pgl,5.3,Ki=5uM
3ppo,5.3,Kd=5uM
3q2a,5.3,Ki~5uM
3r8u,5.3,IC50=5uM
3ri1,5.3,Kd=5uM
3upv,5.3,Kd=5uM
4dhu,5.3,IC50=5uM
4dx9,5.3,Kd=5.0uM
4e5i,5.3,Ki=5.01uM
4emt,5.3,Kd~5uM
4jvi,5.3,IC50=5uM
4mic,5.3,Ki=4.98uM
4nuf,5.3,IC50=5uM
4o55,5.3,IC50=5.03uM
4ob0,5.3,Ki=5.0uM
4oem,5.3,Ki=5.0uM
4x1q,5.3,Kd=5.04uM
4xsy,5.3,Ki~5uM
4xue,5.3,IC50>5000nM
5a85,5.3,IC50=5.01uM
5ajp,5.3,Kd=5uM
5bwb,5.3,Ki=5uM
5dah,5.3,Kd=5uM
1hk4,5.31,Kd=4.9uM
1mfd,5.31,Kd=4.9uM
3fcb,5.31,IC50=4.9uM
3m53,5.31,Kd=4.9uM
3v2o,5.31,Kd=4.9uM
4m3f,5.31,IC50=4.9uM
4mzk,5.31,IC50=4.9uM
4or6,5.31,Kd=4.9uM
4u1b,5.31,Ki=4.9uM
4wvt,5.31,IC50=4.87uM
4x6k,5.31,IC50=4.87uM
1al8,5.32,Ki=4.8uM
1lvu,5.32,Kd=4.8uM
1mqj,5.32,IC50=4.76uM
1oim,5.32,Kd=4.8uM
1y20,5.32,Ki=4.8uM
2f6z,5.32,IC50=4.8uM
2w9r,5.32,Kd=4.8uM
3rpy,5.32,IC50=4.8uM
3sqq,5.32,IC50=4.8uM
3tv5,5.32,Kd=4.8uM
3uig,5.32,Kd=4.8uM
3v3m,5.32,IC50=4.8uM
4hbw,5.32,IC50=4.8uM
4ipi,5.32,Kd=4.8uM
4qag,5.32,IC50=4.8uM
4r07,5.32,Kd=4.8uM
4us3,5.32,Kd=4.8uM
4us4,5.32,Kd=4.8uM
4xjr,5.32,IC50=4.8uM
2c80,5.33,Kd=4.7uM
3arx,5.33,Kd=4.7uM
3ftq,5.33,Kd=4.7uM
3gjq,5.33,Ki=4.7uM
3hxe,5.33,IC50=4.7uM
3ml4,5.33,Kd=4.7uM
3q1x,5.33,Ki=4.7uM
3rzi,5.33,Kd=4.7uM
3wi6,5.33,IC50=4.7uM
4b3u,5.33,IC50=4.7uM
4giu,5.33,Ki=4.7uM
4mcd,5.33,IC50=4.7uM
4mep,5.33,IC50=4.7uM
4xy9,5.33,Kd=4651nM
1aqc,5.34,Kd=4.56uM
1hee,5.34,Ki=4.6uM
1jwu,5.34,Kd=4.6uM
1k06,5.34,Ki=4.6uM
1k08,5.34,Ki=4.6uM
1zgi,5.34,Ki=4.6uM
2qnb,5.34,Ki=4.6uM
3atv,5.34,Kd=4610nM
3efs,5.34,Kd=4.6uM
3hkq,5.34,Ki=4.55uM
3k4q,5.34,Ki=4.6uM
3kqt,5.34,Kd=4.6uM
3nee,5.34,Kd=4.6uM
3nrz,5.34,Kd=4.6uM
3qiy,5.34,Ki=4.6uM
3v3v,5.34,IC50=4.6uM
3vb5,5.34,IC50=4.6uM
3vv7,5.34,IC50=4.6uM
3zyr,5.34,Kd=4.6uM
4j06,5.34,IC50=4.6uM
4mg5,5.34,Kd=4.53uM
4o78,5.34,IC50=4.6uM
4wrq,5.34,Kd=4.6uM
1ql9,5.35,Ki=4.45uM
1wb0,5.35,IC50=4.5uM
2fxv,5.35,Kd=4.5uM
2gkl,5.35,Ki=4.5uM
2gqn,5.35,IC50=4.5uM
2h13,5.35,Kd=4.5uM
2ltz,5.35,Kd=4.5uM
2xyu,5.35,IC50=4.5uM
3bc4,5.35,Ki=4.5uM
3g8e,5.35,Kd=4.5uM
3hkn,5.35,Ki=4.51uM
3r8i,5.35,Kd=4.5uM
3v2x,5.35,Kd=4.5uM
4b9h,5.35,Kd=4.5uM
4blb,5.35,Kd=4.47uM
4ef4,5.35,Kd=4.42uM
4ep2,5.35,Kd=4.43uM
4k6w,5.35,IC50=4.5uM
4k76,5.35,Ki=4.5uM
4lkd,5.35,Kd=4.5uM
4rcp,5.35,IC50=4.42uM
4wgi,5.35,IC50=4.5uM
4yef,5.35,Kd=4.44uM
4yx9,5.35,Ki=4.5uM
1adl,5.36,Kd=4.4uM
1oy7,5.36,Ki=4.4uM
1w6y,5.36,Kd=4.4uM
1yvz,5.36,IC50=4.4uM
